nameEn,nameZh,cas,unii,synonyms
Minocycline,米诺环素,10118-90-8,FYY3R43WGO,
Tetracycline,四环素,60-54-8,F8VB5Z573X,
Amoxicillin clavulanate,阿莫西林克拉维酸,,,Co-amoxiclav
Ampicillin,氨苄西林,69-53-4,7C782967RD,
Penicillin G,青霉素G,61-33-6,Q42T66VG0C,Benzylpenicillin
Ceftriaxone,头孢曲松,73384-59-5,75J73V778O,
Cefuroxime,头孢呋辛,55268-75-2,O1R9FJ93ED,
Cefixime,头孢克肟,79350-37-1,XZ7BG04GJX,
Cefalexin,头孢氨苄,15686-71-2,5S2CCF3J0D,Cephalexin
Cefazolin,头孢唑林,25953-19-9,IHS69L0Y4T,
Meropenem,美罗培南,96036-03-2,FV9J3JU8B1,
Imipenem,亚胺培南,74431-23-5,71OTZ9ZE0O,
Vancomycin,万古霉素,1404-90-6,6Q205EH1VU,
Linezolid,利奈唑胺,165800-03-3,ISQ9I8T47M,
Clindamycin,克林霉素,18323-44-9,3U02EL437C,
Gentamicin,庆大霉素,1403-66-3,T6Z9V48IKG,
Amikacin,阿米卡星,37517-28-5,84319SGC3C,
Tobramycin,妥布霉素,32986-56-4,VZ8RRZ51VK,
Rifampicin,利福平,13292-46-1,VJT6J7R4TR,Rifampin
Isoniazid,异烟肼,54-85-3,V83O1VOZ8L,
Pyrazinamide,吡嗪酰胺,98-96-4,2KNI5N06mS,
Ethambutol,乙胺丁醇,74-55-5,8G167061QZ,
Fluconazole,氟康唑,86386-73-4,8VZV102JFY,
Itraconazole,伊曲康唑,84625-61-6,304NUG5GF4,
Voriconazole,伏立康唑,137234-62-9,JFU09I87TR,
Terbinafine,特比萘芬,91161-71-6,G7RIW8S0XP,
Nystatin,制霉菌素,1400-61-9,BDF1O1C72E,
Amphotericin B,两性霉素B,1397-89-3,7XU7A7DROE,
Chloroquine,氯喹,54-05-7,886U3H6UFF,
Hydroxychloroquine,羟氯喹,118-42-3,4QWG6N8QKH,
Artemether,蒿甲醚,71963-77-4,C7D6T3R172,
Artesunate,青蒿琥酯,88495-63-0,60W3249T90,
Quinine,奎宁,130-95-0,A7V27PHC7A,
Primaquine,伯氨喹,90-34-6,MVR365XMAE,
Sildenafil,西地那非,139755-83-2,BW9B0ZE037,
Tadalafil,他达拉非,171596-29-5,742SXX0ICT,
Finasteride,非那雄胺,98319-26-7,57GNO07D1D,
Tamsulosin,坦索罗辛,106133-20-4,11SV1951MR,
Dutasteride,度他雄胺,164656-23-9,O0J6X350E9,
Estradiol,雌二醇,50-28-2,4TI98Z838E,
Progesterone,黄体酮,57-83-0,4G7DS2Q64Y,
Testosterone,睾酮,58-22-0,3XMK78S47O,
Norethisterone,炔诺酮,68-22-4,T18F433X4S,Norethindrone
Levonorgestrel,左炔诺孕酮,797-63-7,5W7SIA7YZW,
Ethinylestradiol,炔雌醇,57-63-6,423D2T571U,
Medroxyprogesterone,甲羟孕酮,520-85-4,C2QI4IOI2G,
Tamoxifen,他莫昔芬,10540-29-1,094ZI81Y45,
Anastrozole,阿那曲唑,120511-73-1,2Z07MYW1AZ,
Letrozole,来曲唑,112809-51-5,7LKK855W8I,
Raloxifene,雷洛昔芬,84449-90-1,YX1R79G3J0,
Alendronate,阿仑膦酸,66376-36-1,X1J18R4W8P,Alendronic acid
Risedronate,利塞膦酸,105462-24-6,KM2ZSF842S,
Zoledronic acid,唑来膦酸,118072-93-8,6XC1PAD3KF,
Calcitriol,骨化三醇,32222-06-3,FXC9231JVH,
Cholecalciferol,胆钙化醇,67-97-0,1C6V77QF38,Vitamin D3
Ergocalciferol,麦角钙化醇,50-14-6,VS041H42XC,Vitamin D2
Retinol,视黄醇,68-26-8,G2SH0XKK91,Vitamin A
Ascorbic acid,抗坏血酸,50-81-7,PQ6CK8PD0R,Vitamin C
Thiamine,硫胺,59-43-8,X66NSO3N35,Vitamin B1
Riboflavin,核黄素,83-88-5,TLM2976OFR,Vitamin B2
Pyridoxine,吡哆醇,65-23-6,KV2JZ1BI6Z,Vitamin B6
Cyanocobalamin,氰钴胺,68-19-9,P6YC3EG204,Vitamin B12
Folic acid,叶酸,59-30-3,935E97BOY8,
Niacin,烟酸,59-67-6,2679MF687A,Nicotinic acid|Vitamin B3
Biotin,生物素,58-85-5,6SO6U10H04,Vitamin B7
Pantothenic acid,泛酸,79-83-4,19F5HK2737,Vitamin B5
Iron sulfate,硫酸亚铁,7720-78-7,3GW5QT60ZL,Ferrous sulfate
Folic acid iron,叶酸铁,,,
Potassium chloride,氯化钾,7447-40-7,660YQ98I10,
Sodium chloride,氯化钠,7647-14-5,451W47IQ8X,
Calcium carbonate,碳酸钙,471-34-1,H0G9379FGK,
Magnesium sulfate,硫酸镁,7487-88-9,ML30JM9SG4,
Lactose,乳糖,63-42-3,J2B2A4N98G,
Microcrystalline cellulose,微晶纤维素,9004-34-6,OP1R32D61U,MCC
Starch,淀粉,9005-25-8,O8232NY3SJ,
Povidone,聚维酮,9003-39-8,FZ989GH94E,PVP
Crospovidone,交联聚维酮,9003-39-8,2S7830E561,
Magnesium stearate,硬脂酸镁,557-04-0,70097M6I30,
Stearic acid,硬脂酸,57-11-4,4ELV7Z65AP,
Titanium dioxide,二氧化钛,13463-67-7,15FIX9V2JP,
Silicon dioxide,二氧化硅,7631-86-9,ETJ7Z6XBU4,Colloidal silica
Polyethylene glycol,聚乙二醇,25322-68-3,3WJQ0SDW1A,PEG|Macrogol
Polysorbate 80,聚山梨酯80,9005-65-6,6OZP39ZG8H,Tween 80
Sodium lauryl sulfate,十二烷基硫酸钠,151-21-3,368GB5141J,SLS
Hydroxypropyl methylcellulose,羟丙甲纤维素,9004-65-3,3NXW29V3WO,HPMC|Hypromellose
Carboxymethylcellulose,羧甲基纤维素,9000-11-7,K679OBS311,CMC
Mannitol,甘露醇,69-65-8,3OWL53L36A,
Sorbitol,山梨醇,50-70-4,506T60A25R,
Sucrose,蔗糖,57-50-1,C151H8M554,
Glucose,葡萄糖,50-99-7,5SL0G7R0C6,Dextrose
Glycerol,甘油,56-81-5,PDC6A3C0OX,Glycerin
Propylene glycol,丙二醇,57-55-6,6DC9Q167V3,
Ethanol,乙醇,64-17-5,3K9958V90M,Alcohol
Benzyl alcohol,苯甲醇,100-51-6,LKG8494WBH,
Phenol,苯酚,108-95-2,339NCG44TV,
Chlorhexidine,氯己定,55-56-1,R4KO0DY52L,
Povidone-iodine,聚维酮碘,25655-41-8,85H0HZU99W,
Hydrogen peroxide,过氧化氢,7722-84-1,BBX060AN9V,
Lidocaine,利多卡因,137-58-6,98PI200987,
Bupivacaine,布比卡因,2180-92-9,Y8335394RO,
Ropivacaine,罗哌卡因,84057-95-4,7IO90W8736,
Propofol,丙泊酚,2078-54-8,YI7VU023QT,
Ketamine,氯胺酮,6740-88-1,690G0D6V8H,
Midazolam,咪达唑仑,59467-70-8,R60L0SM5BC,
Sevoflurane,七氟烷,28523-86-6,38LVP0K73A,
Isoflurane,异氟烷,26675-46-7,CYS9A5VQYC,
Succinylcholine,琥珀胆碱,306-40-1,J2R869A8YF,Suxamethonium
Rocuronium,罗库溴铵,119302-91-9,WRE5531XWN,
Atracurium,阿曲库铵,64228-79-1,QIX2M8OBT7,
Neostigmine,新斯的明,59-99-4,3982TWQ96G,
Atropine,阿托品,51-55-8,7C0697DR9I,
Glycopyrrolate,格隆溴铵,596-51-0,V92HO2FOZ5,
Ephedrine,麻黄碱,299-42-3,GN83C131XS,
Pseudoephedrine,伪麻黄碱,90-82-4,7CUC9DDI9F,
Phenylephrine,去氧肾上腺素,59-42-7,1WS297W6MV,
Norepinephrine,去甲肾上腺素,51-41-2,X4W3ENH1CV,Noradrenaline
Epinephrine,肾上腺素,51-43-4,YKH834O4BH,Adrenaline
Dopamine,多巴胺,51-61-6,VTD58H1Z2X,
Dobutamine,多巴酚丁胺,34368-04-2,3S12J47372,
Phenytoin,苯妥英,57-41-0,6158TKW0C5,
Carbamazepine,卡马西平,298-46-4,33CM23913M,
Valproic acid,丙戊酸,99-66-1,614OI1Z5WI,
Lamotrigine,拉莫三嗪,84057-84-1,U3H27498KS,
Levetiracetam,左乙拉西坦,102767-28-2,9NDF7JZ4M3,
Topiramate,托吡酯,97240-79-4,0H73WJJ391,
Oxcarbazepine,奥卡西平,28721-07-5,VZI5B1W380,
Pregabalin,普瑞巴林,148553-50-8,55JG375S6M,
Baclofen,巴氯芬,1134-47-0,H789N3FKE8,
Tizanidine,替扎尼定,51322-75-9,6AI06C00H5,
Cyclobenzaprine,环苯扎林,303-53-7,0VE05JYS2P,
Sumatriptan,舒马普坦,103628-46-2,J8BDZ68989,
Rizatriptan,利扎曲普坦,144034-80-0,WR978S7QCM,
Ergotamine,麦角胺,113-15-5,PR834Q503T,
Aspirin caffeine,阿司匹林咖啡因,,,
Caffeine,咖啡因,58-08-2,3G6A5W338E,
Theobromine,可可碱,83-67-0,H0W7477JOM,
Nicotine,尼古丁,54-11-5,6M3C1JOY0U,
Varenicline,伐尼克兰,249296-44-4,W6HS99O8ZO,
Bupropion,安非他酮,34911-55-2,01ZG3TPX31,
Naltrexone,纳曲酮,16590-41-3,5S6W795CQM,
Naloxone,纳洛酮,465-65-6,36B82Z71C9,
Buprenorphine,丁丙诺啡,52485-79-7,40D3SCR4GZ,
Methocarbamol,美索巴莫,532-03-6,125OD7737X,
Orphenadrine,奥芬那君,83-98-7,X0A40G9S7P,
Diclofenac,双氯芬酸,15307-86-5,144O8QL0L1,
Naproxen,萘普生,22204-53-1,57Y76R9ATQ,
Celecoxib,塞来昔布,169590-42-5,JCX84Q7J1L,
Meloxicam,美洛昔康,71125-38-7,71125-38-7,71125-38-7
Indomethacin,吲哚美辛,53-86-1,XXE1CET956,
Piroxicam,吡罗昔康,36322-90-4,13T4O6VMAM,
Ketorolac,酮咯酸,74103-07-4,YZI5105V0L,
Mefenamic acid,甲芬那酸,61-68-7,367589PJ2C,
Acetazolamide,乙酰唑胺,59-66-5,O3FX965V0I,
Apixaban,阿哌沙班,503612-47-3,3Z9Y7UWC1J,
Dabigatran,达比加群,211914-51-1,I0VM4M70GC,
Edoxaban,艾多沙班,480449-70-5,NDU3J18APO,
Enoxaparin,依诺肝素,679809-58-6,8NZ39CAL78,
Fondaparinux,磺达肝癸钠,114870-03-0,J177FOW5JL,
Aspirin dipyridamole,阿司匹林双嘧达莫,,,
Dipyridamole,双嘧达莫,58-32-2,64ALC7F90C,
Ticagrelor,替格瑞洛,274693-27-5,GLH0314RVC,
Prasugrel,普拉格雷,150322-43-3,34K66TBT99,
Aspirin clopidogrel,阿司匹林氯吡格雷,,,
Isotretinoin,异维A酸,4759-48-2,EH28UP18IF,
Tretinoin,维A酸,302-79-4,5688UTC01R,All-trans-retinoic acid
Acitretin,阿维A,55079-83-9,LCH760E9T7,
Calcipotriol,卡泊三醇,112965-21-6,143NQ44107,Calcipotriene
Tacrolimus,他克莫司,104987-11-3,WM0HAQ4WNM,
Ciclosporin,环孢素,59865-13-3,83HN0GTJ6D,Cyclosporine
Mycophenolate mofetil,霉酚酸酯,128794-94-5,9242ECW6R0,
Azathioprine,硫唑嘌呤,446-86-6,MRK240IY2L,
Leflunomide,来氟米特,75706-12-6,G162GK9U4A,
Sulfamethoxazole,磺胺甲噁唑,723-46-6,JE42381TNV,
Trimethoprim,甲氧苄啶,738-70-5,AN164J8Y0X,
Co-trimoxazole,复方磺胺甲噁唑,,,TMP-SMX
Nitrofurantoin,呋喃妥因,67-20-9,927AH8112E,
Fosfomycin,磷霉素,23155-02-4,2N81MY12TE,
Phenoxymethylpenicillin,苯氧甲基青霉素,87-08-1,Z61I075U2W,Penicillin V
Flucloxacillin,氟氯西林,5250-39-5,43B2M6Q1M0,
Piperacillin,哌拉西林,61477-96-1,9I628532GX,
Tazobactam,他唑巴坦,89786-04-9,SE10G96M8W,
Ceftazidime,头孢他啶,72558-82-8,9M416Z9QNR,
Cefepime,头孢吡肟,88040-23-7,807X3VXD3D,
Aztreonam,氨曲南,78110-38-0,G2B4VE75UC,
Colistin,黏菌素,1066-17-7,Z67X93E7O8,Polymyxin E
Polymyxin B,多黏菌素B,1404-26-8,J2VZ07J96K,
Daptomycin,达托霉素,103060-53-3,NWQ5N31VKK,
Tigecycline,替加环素,220620-09-7,70JE2N95KR,
Mupirocin,莫匹罗星,12650-69-0,D0GX863OA5,
Fusidic acid,夫西地酸,6990-06-3,59XE10C96C,
Silver sulfadiazine,磺胺嘧啶银,22199-08-2,W46JY43EJR,
Benzoyl peroxide,过氧化苯甲酰,94-36-0,W9WZN9A0GM,
Salicylic acid,水杨酸,69-72-7,O414PZ4LPZ,
Hydroquinone,氢醌,123-31-9,XV74C1N1AE,
Minoxidil,米诺地尔,38304-91-5,5965120SH1,
Finasteride topical,外用非那雄胺,,,
Sunscreen avobenzone,阿伏苯宗,70356-09-1,G63QQF2NOX,
Octinoxate,甲氧基肉桂酸辛酯,5466-77-3,4Y5P7M0I8K,
Zinc oxide,氧化锌,1314-13-2,SOI2LOH54Z,
Clotrimazole,克霉唑,23593-75-1,G07GZ97H65,
Miconazole,咪康唑,22916-47-8,7NNO0D7S5M,
Ketoconazole,酮康唑,65277-42-1,R9400W927I,
Econazole,益康唑,27220-47-9,6Z1Y2V4A7E,
Tolnaftate,托萘酯,2398-96-1,06KB629TKV,
Selenium sulfide,硫化硒,7488-56-4,Z69D9E381Q,
Permethrin,氯菊酯,52645-53-1,509F88P9DW,
Lindane,林丹,58-89-9,PSH3QZ0ADU,
Malathion,马拉硫磷,121-75-5,U5N7SU872W,
Benzyl benzoate,苯甲酸苄酯,120-51-4,N863NB338G,
Ivermectin cream,伊维菌素乳膏,,,
Brimonidine,溴莫尼定,59803-98-4,E6GNX3A67E,
Timolol,噻吗洛尔,26839-75-8,817W3C6175,
Latanoprost,拉坦前列素,130209-82-4,6Z5X5GTW2W,
Bimatoprost,贝美前列素,155206-00-1,QE1YX1676U,
Travoprost,曲伏前列素,157283-68-6,WJ68R08KX9,
Dorzolamide,多佐胺,120279-96-1,9JDX055TW1,
Brinzolamide,布林佐胺,138890-62-7,9451Z89515,
Pilocarpine,毛果芸香碱,92-13-7,01MI4Q9DI3,
Tropicamide,托吡卡胺,1508-75-4,N0A3T08E6R,
Cyclopentolate,环喷托酯,512-15-2,I76F4SHP7J,
Fluorescein,荧光素,2321-07-5,TPY09G7XIR,
Artificial tears,人工泪液,,,
Sodium hyaluronate,透明质酸钠,9067-32-7,YSE9PPT4TH,
Carboxymethylcellulose eye,羧甲基纤维素钠滴眼液,,,
Olopatadine,奥洛他定,113806-05-6,D560QT719U,
Ketotifen,酮替芬,34580-13-7,X49220S1TZ,
Nedocromil,奈多罗米,69049-73-6,0B42K0I86O,
Cromolyn,色甘酸钠,15826-37-6,Q2WXR4TN4S,Sodium cromoglycate
Montelukast sodium,孟鲁司特钠,151767-02-1,U1O3JVS5EY,
Zafirlukast,扎鲁司特,107753-78-6,XZor1106VA,
Aminophylline,氨茶碱,317-34-0,27Y3KJK562,
Umeclidinium,乌美溴铵,869113-09-7,GE2T1418SV,
Vilanterol,维兰特罗,503068-34-6,028LZY775B,
Indacaterol,茚达特罗,312753-06-3,2JEC1CTY5C,
Olodaterol,奥达特罗,868049-49-4,VDG619Y42I,
Aclidinium,阿地溴铵,320345-99-1,UQW7UF9N91,
Roflumilast,罗氟司特,162401-32-3,0P6C6ZOP5U,
Nintedanib,尼达尼布,656247-17-5,G6HRD2P839,
Pirfenidone,吡非尼酮,53179-13-8,D7NLD2VX04,
Sildenafil PAH,西地那非肺动脉高压,,,
Bosentan,波生坦,147536-97-8,XUL93R30K2,
Ambrisentan,安立生坦,177036-94-1,HW6NV07QEC,
Macitentan,马昔腾坦,441798-33-0,Z9K9Y9WMVL,
Riociguat,利奥西呱,625115-55-1,RU3D3Y9ASM,
Selexipag,司来帕格,475086-01-2,5EXC0E384L,
Epoprostenol,依前列醇,35121-78-9,DCR9Z25355,
Iloprost,伊洛前列素,78919-13-8,JED5K35YGL,
Treprostinil,曲前列尼尔,81846-19-7,RUM6K67ESG,
Sacubitril,沙库巴曲,149709-62-6,17ERJ0MKGI,
Valsartan sacubitril,沙库巴曲缬沙坦,,,Entresto
Ivabradine,伊伐布雷定,155974-00-8,3H48L0LPZQ,
Ranolazine,雷诺嗪,95635-55-5,I5UM2GTM6O,
Trimetazidine,曲美他嗪,5011-34-7,N9A0A0U8N0,
Nicorandil,尼可地尔,65141-46-0,260456HAM0,
Molsidomine,吗多明,25717-80-0,C26C4XQ461,
Isosorbide dinitrate,硝酸异山梨酯,87-33-2,IA7306519N,
Pentaerythritol tetranitrate,季戊四醇四硝酸酯,78-11-5,SIP92A0R5P,PETN
Hydralazine,肼屈嗪,86-54-4,26NAK24MU9,
Minoxidil oral,米诺地尔口服,,,
Clonidine,可乐定,4205-90-7,MN3L5RMN02,
Methyldopa,甲基多巴,555-30-6,56LH93261Y,
